win_rate,ai_parity,reg_pipeline_growth,integration_prog,talent_avail,org_stability,data_quality,platform_uptime,security_score,compliance_complex,cloud_cost_var,customer_retention,ai_gov_maturity,ot_market_growth,cross_sell_conv,escalation
0.4595824194223853,0.8446822753928881,-0.015865291402914622,0.6374833508912539,0.821365984403236,0.5152450078141504,0.9660909597684366,0.9761470757031621,83.64399882634989,0.21319610532656733,0.08272237768415473,0.8491048401813823,0.6277381892208689,0.32445270461078957,0.23578786085126313,0
0.32555137590082095,0.9045611546894831,0.20204412284508272,0.8684695700053,0.6231947460718548,0.807356730402049,0.9331734381731662,0.9822498569648781,69.28462383586475,0.5185152324082315,0.14943915508409283,0.9061605842569834,0.459428994785115,0.14809673429008674,0.27539358179139234,0
0.493439167964553,0.9184228789180766,0.020966531450122963,0.3967298572333354,0.8764875807800517,0.9277233214112177,0.8842796646071203,0.960025049844295,89.07471422986177,0.6326516867708621,0.165029228045422,0.8391617312757361,0.6845867133693881,0.22377796614992723,0.19966586811442094,0
0.4289472116237456,0.7514531700732396,0.03377969058666665,0.44006541401130495,0.7253972948588684,0.8731177206555876,0.954394500092442,0.9851500514724366,64.6390864105247,0.5222769109651164,0.07499542145427117,0.9264283091317196,0.47821441401668263,0.3132387577229968,0.18214360749054415,0
0.1876709391550598,0.7581100458962277,0.2977555471666156,0.7496983689496474,0.45794943265962473,0.6247391630947429,0.86182732539479,0.9880088558929895,76.53573960346499,0.29145167921799164,0.0565787425126874,0.9687328419946041,0.430479166948928,0.2818986185304134,0.2725406393992688,1
0.5402489406547024,0.8699481643055346,0.16611006536362832,0.504609851794193,0.8425464941134004,0.5239962882200033,0.9584184968228296,0.9821172652540628,62.3655686859673,0.47823185858345374,0.11593810629520082,0.881628209906635,0.6493339167144305,0.0622199794416488,0.16361543204104922,0
0.4544558807961412,0.6757802766976805,0.4570188475852473,0.6892584744925865,0.6446325954153989,0.9231581356421812,0.9325979311140219,0.979365793864701,74.81202465543367,0.48815898659081525,0.1661036128988656,0.8486437622819187,0.727686725023314,0.33283722923829867,0.2528926740072107,0
0.4644257221107816,0.8849529449380273,0.12553607203443856,0.46776757156287363,0.4708194839864525,0.9216782261958656,0.8655050445754962,0.9915875224747566,61.09866035913545,0.33140114571483115,0.14761697533612142,0.8880042492833502,0.8270736532031966,0.06399407127758382,0.06346159011120193,1
0.20124545307021835,0.7476566586069694,0.34939907061114567,0.27239611345016035,0.4763450669207104,0.7395868938707912,0.8611307788329318,0.9865735359694444,61.463144974860874,0.7294149801296674,0.1552822580621887,0.9536143596466066,0.7914177769771518,0.22662754231229887,0.050322486114080536,1
0.3301543751582269,0.5963426897341074,0.2036046865851992,0.6961630742248086,0.7437669675549359,0.7890428352521908,0.9551170866811047,0.9708448875490808,79.48893508168062,0.4249804760997338,0.11042590099900527,0.9205529045935312,0.8286202563782741,0.22260608609454946,0.1820731224010892,1
0.2983192096930325,0.5788236588291775,0.31297321562110336,0.20492413534776796,0.4236862533647449,0.7081700273198637,0.8910110269105371,0.9974038601851194,65.55144168703067,0.6122911033980314,0.08524183178796049,0.8371943462656924,0.7800343854104452,0.2859170692106948,0.06840297345409506,1
0.5207059955394407,0.8867972844157852,0.27983244619379477,0.25886693082504647,0.5432968824569067,0.6888944151944414,0.9745022591074098,0.9875834205736183,61.894689062569896,0.5610111266711373,0.12976682649269144,0.9113218162355956,0.7516196984530696,0.0945329155546933,0.2941357533632659,1
0.4075460480322658,0.5722271667627512,0.21003118501744905,0.6014599862273668,0.4698937952349341,0.5537517961679151,0.9566902229442247,0.9985296182275846,92.19073000540293,0.8141989554514721,0.08065485406237954,0.8995745148474508,0.40506878457034984,0.10381111761881114,0.051375293509949696,1
0.47910464530833197,0.6622445744534624,0.47253360204344047,0.6978158401536558,0.6205387148086421,0.5435388042624932,0.9477466342604802,0.9978791913344859,56.720130029602046,0.28541045230398676,0.15893430454775986,0.8756090835235975,0.7130511559046053,0.2756320798215081,0.22953740912466158,0
0.32736567953093243,0.6836520162006183,0.13849250351522574,0.815750309494252,0.6071768859971807,0.6047294660042843,0.8890048473686831,0.9958374791895935,77.60592450783548,0.2799841057774221,0.07954496839392156,0.8387273013290649,0.46024090206955887,0.09485142572348754,0.11084617394655517,1
0.24089548871391075,0.6191977780766376,0.04747952568709991,0.3180691979327134,0.660938217344428,0.876488335882945,0.9492522326630265,0.989459490107787,76.9305536733306,0.4102237683861111,0.09368949000715122,0.9867890290554467,0.42933356616627055,0.1908335381196919,0.29188800131801407,1
0.37183391480633393,0.6755573479207957,0.3229517334839056,0.1885794068804435,0.5398181645512652,0.5656245353310559,0.9827406758320767,0.9837677453713817,65.0243549761224,0.5018504776880846,0.12598171674845082,0.8499273643818535,0.4782060760528277,0.2694944270632796,0.14538541265697402,1
0.17552690244167013,0.8470770266900343,0.4153041587193499,0.8648373276181033,0.4160217946890886,0.6020143933616198,0.8628183768118797,0.966714655883634,73.11086980451272,0.40897957412649766,0.12300649012152426,0.8527662914344267,0.8116460807208752,0.24537257863480433,0.05682085656596629,1
0.4810524687970329,0.5558731374240283,-0.027860443033041932,0.22353847041771396,0.707193053267593,0.7468763266949934,0.8956627698804992,0.9811907052795266,58.50951132330542,0.7342309576766706,0.14012740646105443,0.8447490576573801,0.7719246965500107,0.11318125583392855,0.056733941352195685,1
0.4026657596488259,0.8808693698082746,0.19729797863247434,0.2581335858037116,0.5868590014411756,0.5968090481352235,0.8828541171646231,0.9898496843733787,83.85080583695543,0.3716860901765098,0.11561669007498755,0.9169328165788194,0.8743862026026061,0.14118807760582566,0.18834334293117216,0
0.4532350960341496,0.8926192094298233,0.4408682293280295,0.33306356284677263,0.7256674993700232,0.5734430081230042,0.9050550188160933,0.9803134291895171,63.86788593507293,0.25934231994057133,0.1879209962765137,0.8954238276620591,0.8894881293252053,0.34069247097231226,0.2966779947578203,1
0.29181038725194736,0.6989046292766192,0.3622902404075772,0.52351308322103,0.45433348540213425,0.753492308764083,0.9539265716795525,0.9938613260078206,62.735414393062236,0.4896598669189033,0.17599011412957827,0.8624247209445145,0.8466419931869911,0.1846011860464652,0.29494338376142987,1
0.5382792097579613,0.6114451596242539,0.4954942440736955,0.8062604528272624,0.4068886776470252,0.665641971948477,0.9163939613995541,0.9642765800684762,67.59513913110013,0.7413655016969387,0.1818670176854958,0.8930019751136598,0.4664630254884996,0.06333724293091417,0.13431824307231643,0
0.5072484485288791,0.7903361631780323,0.24227759637848412,0.7084368181838936,0.5241471239426464,0.7817716786282112,0.9299022848568345,0.9748566735738967,91.09479681052568,0.7953933605107188,0.14442748571051564,0.9344987146804921,0.8391913704624903,0.1158754698398998,0.17067591229722423,0
0.46135339882950477,0.5978690223459577,0.31299764534063323,0.6665260430741081,0.6282736614970261,0.9104924031839043,0.8939816843309679,0.9797326123251526,86.8586659313417,0.7133413938543456,0.14525118737912096,0.8678890903547671,0.8193185673943226,0.1527305268985513,0.07511395144945403,0
0.22785548314078702,0.695967744431301,0.11636415462586049,0.24014445428480294,0.5970359870842337,0.5679469091457805,0.8697804973921941,0.9768606865388952,92.8756916453503,0.5905206749498209,0.1413798025573923,0.9755917819251647,0.8355429299298487,0.34984682128837574,0.1805442139979329,1
0.3366884014908137,0.9333716723603889,0.4711445798162958,0.3861461052207794,0.8051512776367332,0.9110451469158787,0.8873707108512819,0.9642348753650405,81.07849384132342,0.7069341912244236,0.11523262316321845,0.87207886032021,0.47584280855824573,0.14080746424307558,0.1999253997620683,0
0.16752150631489152,0.9481857890334549,0.15148451870609497,0.48272394086934234,0.588918822096412,0.9061204853403133,0.9703552421738781,0.9659876034677406,81.51686044128351,0.676972674712703,0.0983159001600894,0.853690435239885,0.4583959138866588,0.057918754634763495,0.11276541640283026,1
0.21171579682701913,0.8588419565418342,0.3561808919776458,0.2179407627884687,0.6652205898015395,0.8730894125011562,0.9343383747014774,0.992667074421364,74.20123997704869,0.3640566427465426,0.13880043311733056,0.9822765339683784,0.8619044397920408,0.2038764732666008,0.20302860897879343,1
0.4232195812969819,0.6743846039683065,0.17172711226549509,0.318743761701338,0.6967577962210961,0.7840786627877383,0.9029184142476127,0.9788909861088566,91.20745293467903,0.5855312245422356,0.05382977557076755,0.9577953037200905,0.4869133245672523,0.07508161549219312,0.27492318792406345,1
0.4479048623631269,0.825066019666437,0.25900041153464964,0.3466665631622754,0.4109156958229058,0.7790659958594963,0.9605868374429822,0.9619001746433563,75.43508597081316,0.7394265328469023,0.051118464713570455,0.8783333962233891,0.5843108655213006,0.13222027960871655,0.050238833355870136,0
0.537003892973684,0.8321625461936051,0.34588039426185047,0.2018209586632314,0.6575666884230945,0.7876456969714256,0.8590240405436872,0.9606431591001283,69.20240283180098,0.42198446331259676,0.1777462739445123,0.9630434146944589,0.6279924247470301,0.3477149528281817,0.10723344357698612,1
0.2803301432552608,0.7051366780654599,0.22991378346324487,0.5401917535266061,0.572415629699419,0.810722998048016,0.885544752309134,0.9784655406777787,80.6150003967066,0.6577812027018519,0.05696360671664333,0.908198422356146,0.46222126391478224,0.2613915556790463,0.10247989083098454,1
0.29818388241394755,0.8063554538344637,0.44889747980022976,0.6640225572193543,0.6106400638416274,0.5074169902682707,0.8822144415680275,0.9664107703110533,76.84557973603853,0.537036299263159,0.12871927255001273,0.8789479247043807,0.4103171440162737,0.06519998878486111,0.08097155075845676,1
0.3378223245103232,0.5542910579902706,0.18061554336029562,0.15594530518148897,0.45014369924762515,0.9311416606222923,0.987951038703551,0.9874999118939697,59.96079261239582,0.552211195661514,0.14224816444244678,0.9627339702216664,0.897045234883558,0.1846060155775388,0.09152530318427547,1
0.22578854363371428,0.6336230634408966,0.3058894889788289,0.48489848141051983,0.7914102828243226,0.7635216926595109,0.9488538015349864,0.9910176150385823,70.70901655649718,0.2630385264475118,0.07972568444336535,0.9478680613669548,0.8383286224174806,0.10149125378865478,0.20647813634134693,1
0.20196860213418866,0.7600353211869044,0.13829933831502977,0.7257689562142361,0.8712021254042612,0.8516596277310897,0.9364900310943975,0.9689035716298271,67.5330164437792,0.6663520157137659,0.18435962573977227,0.870638723249328,0.8561689646753187,0.08688339692063637,0.07567359753766066,1
0.3402819704903735,0.6155005217033184,0.1744861675270572,0.6983921031619575,0.4111344103148,0.6697768275776134,0.8506978951412262,0.9830949008503894,88.87335100044527,0.805980924748164,0.07851436576225626,0.9231353475938555,0.5422815346360592,0.22611962400464058,0.2346329022551804,0
0.24076373962035363,0.6163627471506135,0.19202755952845385,0.7520584769750033,0.700686381405674,0.5055787462621082,0.87580340029258,0.96602334109593,70.15370227892436,0.29900190161810397,0.18267724810500124,0.8827963379983654,0.5100507863727195,0.20169676689206473,0.27175564763959587,1
0.4179255978730041,0.8845217162200951,0.019193860071756885,0.45859250653648564,0.781922033644179,0.7293805969443997,0.9389757810162309,0.9718397234121811,87.86220930555571,0.45627396355151456,0.1644485403999553,0.8201788353352659,0.6129332790877133,0.27285997529465245,0.28164693104459226,0
0.32486076754893234,0.9456532010734422,0.00044802348245367996,0.7564456661118886,0.5424037943249447,0.728235553692168,0.9031607057074332,0.9946630242730758,72.69558375603782,0.23406721838858452,0.08611144302862911,0.9835086760380475,0.6266596844890034,0.3176918684695579,0.21504395357992523,0
0.483071278423135,0.7723877712113794,0.3171194577307169,0.2926024569714156,0.7937777924316084,0.6966451797401533,0.9793992537150685,0.9812198255678101,85.1400225378244,0.22074232018347378,0.07261162494141404,0.9134369429323822,0.40279971943212034,0.12400455722949857,0.099349102658404,0
0.43010604080089965,0.8856278923526854,0.3105347560886788,0.3886484491340123,0.7161775253831506,0.6528726743729345,0.9570613906798461,0.9945496591106238,60.411277140447595,0.8927609476702205,0.09743490652793527,0.9217335422831832,0.7896265562799165,0.3268975959966191,0.07132414388497697,0
0.2749466565528164,0.946128665730509,0.31460034281555244,0.24108446113424106,0.864581316135535,0.612421739514375,0.9126337701925767,0.9687846643630007,91.98600878633849,0.5454300558144692,0.10969258494054121,0.9219815423651401,0.8983335190710087,0.20539753176622866,0.1080062384517499,0
0.4829039205580804,0.6066383554275099,-0.03912845506151958,0.4739876315428575,0.8905024056768864,0.7373951935237322,0.9549320968553578,0.9728709493866979,74.22239563195673,0.4488633130446724,0.08686770147483852,0.9136090483392985,0.6643454350510447,0.12765047545553515,0.29048929644626065,1
0.4719057429987208,0.7292982453017405,0.12960076346947896,0.4136480179323546,0.4211730569993524,0.6688751628620724,0.986556605335671,0.9783671333998158,65.39192982505226,0.39241395363751325,0.19983373231316348,0.8693081336115108,0.5941293475062257,0.3037357514307828,0.290586300437678,1
0.3049913516120698,0.707029086336768,0.05879541599255832,0.29274169313144977,0.6224688805135031,0.9364693473724139,0.9145373154582058,0.9787231229325871,64.65958425459227,0.8860088514614712,0.08444785043593717,0.9851679412343696,0.5963759466106017,0.06065897540870675,0.1454797209795855,1
0.26533124157209764,0.582019713458474,0.37798328239920687,0.7014245673846252,0.6734938937891091,0.5778172884951192,0.9399536243043947,0.9989082707201643,65.60309154299888,0.3765755498651786,0.17459522404742855,0.9256836301275984,0.44803856608605036,0.21785281324188815,0.13144788527438767,1
0.42299820158999024,0.8521320691178977,0.4233467207678716,0.35107741768931733,0.47337161660382626,0.6438495054321891,0.9786130461085814,0.964463367439874,69.6689669167187,0.7079958770164203,0.07386766206357093,0.9340566312941734,0.5330809091820059,0.26648646050899,0.17750264556476636,1
